FoodName,Spiselig del %,Vann,Kilojoule kJ,Kilokalorier kcal,Fett,Mettet,C12:0 g,C14:0,C16:0,C18:0,Trans,Enumettet,C16:1 sum,C18:1 sum,Flerumettet,C18:2n-6,C18:3n-3,C20:3n-3,C20:3n-6,C20:4n-3,C20:4n-6,C20:5n-3 (EPA),C22:5n-3 (DPA),C22:6n-3 (DHA),Omega-3,Omega-6,Kolesterol mg,Karbohydrat,Stivelse,Mono+disakk,"Sukker, tilsatt",Kostfiber,Protein,Salt,Alkohol,Vitamin A RAE,Retinol µg,Beta-karoten µg,Vitamin D µg,Vitamin E alfa-TE,Tiamin mg,Riboflavin mg,Niacin mg,Vitamin B6 mg,Folat µg,Vitamin B12 µg,Vitamin C mg,Kalsium mg,Jern mg,Natrium mg,Kalium mg,Magnesium mg,Sink mg,Selen µg,Kopper mg,Fosfor mg,Jod µg
"Ansjos, hermetisk",100,62,903,216,13.1,3,0,0.55,1.79,0.38,0,5.5,0.46,2.45,3.4,2.34,0.06,0.01,0.01,0.05,0.04,0.61,0.07,0.92,1.95,2.38,90,12.1,0,12.1,12,0,12.5,6.9,0,54,54,0,0.2,0.6,0.02,0.16,2.2,0.45,5,10,0,99,1.3,2750,145,13,1.8,20,0.16,141,16
"Brisling, i olje, avrent, hermetisk",100,61,1085,261,20.9,4.7,0,0.92,3.03,0.64,0,10.3,0.78,4.13,4.9,3.95,0.1,0.02,0.02,0.08,0.06,1.02,0.12,1.54,3.29,4.01,92,0,0,0,0,0,18.3,0.9,0,29,28,6,8.9,1.9,0,0.29,5.1,0.16,8,7.8,0,293,1.7,341,263,42,1.8,19,0.09,422,9
"Brisling, i tomat, hermetisk",100,68,845,203,14.7,3.7,0,0.85,2.23,0.29,0,4.9,0.79,2.14,4.3,0.53,0.15,0.01,0.01,0.09,0.05,1,0.12,1.57,3.35,0.61,93,2.7,0,2.7,2,0,15,0.7,0,136,81,661,14.5,3,0,0.33,4.4,0.2,31,7.3,0,177,1.5,265,274,29,1.6,13,0.08,221,10
"Fiskeboller, avrent, hermetisk",100,86,255,60,0.6,0.2,0.02,0.05,0.14,0.05,0,0.1,0.01,0.1,0.2,0.01,0,0,0,0,0,0.01,0,0.01,0.03,0.01,34,6.6,6,0.6,0,0,7.1,1.1,0,8,8,0,0,0.3,0.01,0.1,0.7,0.03,2,0.5,0,43,0.1,441,96,11,0.3,14,0.01,75,26
"Fiskeboller, kjølevare",100,82,253,60,0.4,0.2,0.01,0.04,0.1,0.04,0,0.1,0.01,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,29,5.5,3.3,2.1,0,0,8.6,1.4,0,1,1,2,0.8,0.2,0.03,0.07,1.7,0.12,5,0.9,0,65,0.1,548,274,15,0.3,13,0.01,134,55
"Fiskefarse, mager fisk, rå",100,83,257,61,0.5,0.3,0.01,0.04,0.11,0.04,0,0.1,0.01,0.08,0,0.01,0,0,0,0,0,0.01,0,0.02,0.02,0,26,4.2,1.9,2.3,0,0,10,1.5,0,2,2,1,0.7,0.2,0.04,0.11,2,0.2,8,1.6,0,68,0.1,599,299,15,0.4,14,0,155,96
"Fiskekaker, Coop",100,76,516,123,5.3,0.3,0,0.02,0.3,0.1,0,2.4,0.02,3.67,1,0.93,0.38,0,0,0,0.01,0.04,0.01,0.12,0.57,0.94,33,6.7,5.9,0.8,0,0,11.9,2.1,0,9,9,0,0,1.1,0.07,0.06,1.3,0.11,4,0.9,0,28,0.2,830,190,19,0.3,14,0.02,190,41
"Fiskekaker, Fiskemannen",100,80,404,96,3.5,0.2,0,0.02,0.24,0.08,0,1.6,0.02,2.56,0.6,0.64,0.27,0,0,0,0.01,0.04,0.01,0.12,0.44,0.65,30,4.8,3.8,1,0,0,11.1,1.3,0,2,2,0,0,0.6,0.07,0.06,0.9,0.07,5,1.2,0,20,0.2,530,690,19,0.2,13,0.02,110,51
"Fiskekaker, Godehav",100,77,463,110,3.6,0.6,0.01,0.05,0.37,0.11,0,3.3,0.03,3.03,1.6,0.93,0.44,0,0,0,0.01,0.04,0.01,0.13,0.63,0.95,35,6.8,5.3,1.5,0,1,12.3,1.6,0,5,5,0,0,0.9,0.07,0.08,1.7,0.09,6,0.5,0,53,0.2,640,250,23,0.3,13,0.02,170,9
"Fiskekaker, kjøpt",100,78,462,110,4.2,0.7,0.02,0.08,0.42,0.15,0,2.9,0.03,2.74,1.2,0.73,0.32,0,0,0,0.01,0.04,0.01,0.12,0.5,0.75,35,6,4.9,1.1,0,0,11.8,1.5,0,9,9,3,0,0.8,0.07,0.06,1.5,0.11,5,1,0,34,0.2,608,343,20,0.3,14,0.02,153,48
"Fiskekaker, Lofoten",100,78,463,110,4.4,1.5,0.07,0.23,0.76,0.29,0,1.8,0.04,1.7,0.8,0.42,0.19,0,0,0,0.01,0.04,0.01,0.1,0.37,0.44,44,5.5,4.5,1,0,0,11.9,1.1,0,21,20,13,0,0.8,0.07,0.05,2,0.17,6,1.4,0,35,0.1,430,240,17,0.3,16,0.02,140,93
"Fiskekarbonader, Berggren",100,76,488,116,4.8,0.5,0,0.03,0.29,0.09,0,3.1,0.05,2.84,1.4,0.75,0.33,0,0,0.01,0.01,0.07,0.01,0.15,0.58,0.76,30,6.6,5.7,0.9,0,1,11.1,1.7,0,46,45,8,0,0.9,0.06,0.07,1,0.09,4,0.8,0,39,0.3,690,170,20,0.3,13,0.02,170,20
"Fiskekarbonader, Fiskemannen",100,76,377,90,2.5,0.3,0,0.02,0.22,0.06,0,2.1,0.02,1.94,1,0.51,0.22,0,0,0,0.01,0.04,0.01,0.14,0.42,0.53,42,4.2,3.4,0.8,0,0,12.3,1.1,0,7,4,36,0,0.6,0.07,0.06,1.5,0.13,9,1.1,0,24,0.2,430,690,23,0.2,15,0.02,140,38
"Fiskekarbonader, Godehav",100,72,484,115,3.8,0.6,0.01,0.04,0.34,0.1,0,3.2,0.03,3.04,1.6,0.97,0.47,0,0,0,0.01,0.03,0.01,0.1,0.61,0.99,31,8.6,6.7,1.9,0,1,11.2,1.6,0,6,5,13,0,1,0.07,0.09,1.4,0.09,7,0.4,0,63,0.1,620,250,22,0.3,13,0.02,170,61
"Fiskekarbonader, kjøpt",100,77,450,107,3.7,0.5,0,0.03,0.28,0.09,0,2.8,0.03,2.61,1.3,0.74,0.34,0,0,0,0.01,0.04,0.01,0.13,0.54,0.76,34,6.5,5.3,1.2,0,1,11.5,1.5,0,19,18,19,0,0.8,0.07,0.07,1.3,0.1,7,0.7,0,42,0.2,580,370,22,0.3,14,0.02,160,39
"Fiskekarbonader, laks",100,66,878,211,15.2,3.3,0.16,0.42,1.71,0.64,0,8.9,0.36,7.68,5.4,2.64,1.04,0,0.03,0.11,0.03,0.38,0.17,0.58,2.43,2.92,69,2.4,1.4,1,0,0,16.3,0.7,0,31,30,7,7,1.1,0.08,0.1,5.5,0.34,5,2.7,0,33,0.2,292,356,20,0.4,25,0.03,195,8
"Fiskekarbonader, mager fisk",100,75,605,145,9.2,1.1,0.01,0.03,0.76,0.25,0,4.8,0.04,4.66,2.9,2.42,0.36,0,0,0,0,0.01,0,0.04,0.41,2.42,28,5.5,4.4,1.1,0,0,9.9,1.4,0,1,1,1,0.5,0.8,0.03,0.13,1.7,0.23,9,2.2,0,40,0.1,561,251,13,0.4,17,0.01,150,156
"Fiskekarbonader, makrell",100,68,826,199,14.4,4,0.16,0.93,1.91,0.53,0,6.6,0.41,3.29,4.4,0.85,0.32,0.02,0,0.13,0.05,0.87,0.16,1.37,3.36,0.91,64,2.4,1.4,1,0,0,14.8,0.8,0,23,23,7,4.1,0.5,0.07,0.26,6.6,0.47,9,7.4,0,39,0.6,301,301,20,0.5,37,0.03,187,20
"Fiskekarbonader, sei",100,71,611,146,9.2,1.1,0.01,0.02,0.75,0.25,0,4.8,0.04,4.65,2.9,2.42,0.36,0,0,0,0,0.01,0,0.04,0.41,2.42,28,6,4.4,1.1,0,0,9.9,1.4,0,2,2,1,0.6,0.8,0.03,0.13,1.7,0.24,10,2.2,0,40,0.1,561,251,15,0.5,17,0.01,149,156
"Fiskekarbonader, sild",100,67,909,219,17.3,4.7,0.16,1.21,2.3,0.43,0,8.7,0.6,2.99,4.7,0.92,0.34,0.01,0,0.09,0.05,1,0.09,1.38,3.59,0.76,59,2.4,1.4,1,0,0,13.5,0.9,0,18,17,7,8,0.6,0.03,0.25,3,0.33,7,9.1,0,59,0.7,344,364,29,0.4,42,0,242,17
"Fiskepaté, laks",100,72,732,176,12.4,5.2,0.15,0.72,2.68,0.91,0.1,7.1,0.4,5.97,3.9,1.79,0.69,0,0.03,0.08,0.05,0.29,0.13,0.45,1.76,2,109,4.3,2.7,1.6,0,0,11.8,1.4,0,75,73,28,3.9,1.2,0.06,0.14,2.9,0.22,7,2,0,47,0.4,568,249,15,0.5,20,0.03,183,14
"Fiskepaté, mager fisk",100,75,571,136,6.9,3.7,0.15,0.52,1.77,0.65,0.1,1.8,0.15,1.59,0.5,0.31,0.03,0,0,0,0.03,0.02,0,0.04,0.09,0.3,109,4.3,2.7,1.6,0,0,14.3,1.5,0,68,65,28,1.4,1.7,0.03,0.15,1,0.13,8,1,0,50,0.4,599,324,22,0.6,27,0.01,187,231
"Fiskepinner, Findus",100,64,756,180,7.9,0.6,0,0.01,0.4,0.13,0,4.6,0.02,4.37,2,1.35,0.5,0,0,0,0,0.05,0.01,0.09,0.66,1.36,33,15.5,14,1.5,0,1,11.1,0.6,0,8,8,0,0,1.8,0.1,0.05,0.9,0.06,8,0.8,0,20,0.4,240,210,31,0.3,11,0.04,120,94
Fiskepudding,100,83,297,70,0.6,0.3,0.02,0.06,0.16,0.06,0,0.1,0.01,0.11,0,0.01,0,0,0,0,0,0,0,0,0,0,24,7.4,4.9,2.5,0,0,8.7,1,0,0,0,2,0.5,0.2,0.01,0.07,1.5,0.12,4,0.9,0,78,0.1,392,272,10,0.1,11,0.01,135,51
"Fiskepudding, fløtepudding",100,80,424,101,4.2,2.6,0.13,0.42,1.18,0.43,0.1,1,0.09,0.85,0.1,0.06,0.02,0,0,0,0,0,0,0,0.02,0.02,32,7.2,4.9,2.3,0,0,8.6,1.5,0,35,33,23,0.5,0.2,0.01,0.08,1.5,0.11,3,0.9,0,65,0.1,585,254,11,0.1,11,0.01,132,50
"Gaffelbiter, sild, hermetisk",100,60,1000,240,16,6.5,0,1.1,1.91,0.16,0,0.7,0.6,1.08,7.2,0.31,0.2,0.02,0,0.09,0.06,1.08,0.1,1.47,3.72,0.02,80,8,0,8,8,0,16,7.1,0,30,30,0,11,0.5,0.03,0.17,2.5,0.05,1,5.6,0,60,0.7,2826,123,9,0.1,14,0.08,51,16
"Kaviar, av lodderogn",100,80,457,109,5.5,1.1,0,0.07,1.13,0.09,0,1.4,0.33,1,2.6,0.03,0.01,0,0,0.08,0.08,0.87,0.07,1.2,2.24,0.11,300,0,0,0,0,0,14.9,5.4,0,9,9,0,3.8,7.5,0.33,0.46,0.5,0.1,6,12,0,20,0.5,2158,77,4,1.2,52,0.04,125,195
"Kaviar, av torskerogn",100,39,1812,438,39,3,0,0,1.6,0.6,0,23,0.1,22,10,6.9,3.3,0,0,0,0.05,0,0,0,3.3,,101,13.7,0,13.7,13.7,0,8,5.5,0,0,0,0,0,5.8,0.22,0.27,0.6,0.05,21,6.7,0,20,0.1,2200,117,7,2.6,41,0.05,166,85
"Kaviar, polarkaviar",100,41,1860,450,43,3,0,0.3,2.3,0.7,0,25,0.8,21.3,12,6.5,3.1,0,0,0.1,0.05,0.7,0.1,1,5,6.55,101,7.8,0,7.8,7,0,8,4.3,0,0,0,0,9.5,5.8,0.22,0.27,0.6,0.05,21,6.7,0,20,0.1,1720,117,7,2.6,41,0.05,166,85
Kaviarmix,100,29,2159,523,51.9,7.5,0,0.01,5.62,1.73,0,12.1,0.07,12.23,29.6,25.8,2.8,0,0,0,0.04,0.07,0.01,0.16,3.06,25.5,108,8,0,8,8,0,6,4,0,24,24,0,1.5,8.9,0.18,0.17,0.3,0.07,11,4.7,4,8,0.4,1603,72,7,1.2,26,0.04,114,48
"Laksepålegg, 70 % laks, i beger, Stabbur-Laks",100,67,893,215,16.6,2.2,0,0.28,1.37,0.4,0,8.8,0.34,7.57,5.4,2.57,1.12,0,0.03,0.11,0.03,0.38,0.17,0.58,2.51,2.86,67,0,0,0,0,0,16.5,0.1,0,22,22,0,8.4,2,0.1,0.09,6.1,0.43,6,2.9,0,6,0.3,38,377,22,0.4,25,0.03,190,5
"Laksepålegg, med vårløk og sitron",100,64,1073,259,23,2,0.01,0.21,1.6,0.51,0,13,0.07,11.16,6,3.83,1.4,0.01,0.01,0.06,0.04,0.2,0.16,0.3,2.6,3.93,51,1,0,1,1,0,12,1.3,0,20,18,26,3,6.2,0.13,0.11,3.4,0.23,18,2.2,2,46,0.4,500,229,17,0.4,15,0.03,157,9
"Makrell i tomat, 60 % makrell, hermetisk, First Price",100,67,886,214,17,2.7,0,0.83,1.46,0.29,0,7.4,0.45,3.82,4.7,1.1,0.54,0,0,0.11,0.07,0.79,0.12,1.21,2.76,1.17,45,3.7,0,3.7,,1,10.8,1.2,0,75,26,582,2,3.4,0.06,0.26,4.6,0.34,26,4.3,0,19,0.8,490,410,31,0.7,23,0.1,130,6
"Makrell i tomat, 60 % makrell, hermetisk, Stabburet",100,63,981,237,18.5,3,0,0.78,1.75,0.36,0,7.5,0.44,4.13,5,0.98,0.52,0,0,0.14,0.07,0.87,0.16,1.5,3.19,1.05,45,4.7,0,4.7,0.6,3,11.5,1,0,85,16,830,7,4.2,0.06,0.26,5.2,0.57,33,4.9,3,22,1,410,580,40,0.8,24,0.13,150,7
"Makrell i tomat, 70 % makrell, hermetisk, Stabburet",100,62,1065,257,21,3.8,0,1.02,2.21,0.44,0,8.5,0.59,4.12,6.1,0.87,0.49,0,0,0.19,0.1,1.18,0.23,2.01,4.08,0.97,54,3.2,0,3.2,0.7,1,13.2,0.9,0,73,44,347,4,3.3,0.06,0.29,5.8,0.43,30,6.5,3,19,0.9,340,490,38,0.8,28,0.11,160,9
"Makrell i tomat, hermetisk",100,63,1002,242,19.4,3.4,0,0.91,1.94,0.39,0,8.1,0.51,4.22,5.6,0.99,0.52,0,0,0.16,0.08,1.01,0.19,1.71,3.58,1.08,45,3.9,0,3.9,,2,11.9,1,0,78,30,584,4.9,3.7,0.06,0.27,5.2,0.48,30,5.4,3,21,0.9,404,503,37,0.7,25,0.11,149,8
"Makrell i tomat, hermetisk, King Oscar",100,66,952,230,19.4,3.8,0,1.07,2.08,0.39,0,10.2,0.57,5.33,6.5,1.41,0.68,0,0,0.17,0.09,1.1,0.2,1.81,3.95,1.5,45,3.3,0,3.3,,1,9.8,1.4,0,75,29,554,3,3.7,0.03,0.21,3.7,0.47,21,3.8,0,23,0.8,550,340,29,0.4,21,0.09,120,7
"Rogn, torsk, presset, hermetisk",100,74,531,126,1.9,0.4,0,0.02,0.31,0.03,0,0.4,0.09,0.28,0.6,0.01,0,0,0,0.02,0.02,0.24,0.02,0.33,0.61,0.03,330,0,0,0,0,0,27.1,0.3,0,79,79,0,18,6.2,0.78,0.26,0.5,0.32,12,10,0,11,1,110,170,9,3.5,20,0.24,320,195
"Rognleverpostei, Svolvær-/Lofotpostei",100,46,1686,408,38.6,6,0,1.19,3.7,0.87,0,15.7,1.85,7.63,12.5,3.56,0.73,0.03,0.03,0.21,0,2.54,0.35,4.11,8.75,3.66,228,2.1,1.1,1,1,2,12.4,1.8,0,2400,2400,0,39.1,9.3,0.15,0.25,1.5,0.07,66,9.6,1,4,0.7,711,190,10,1.9,60,0.21,233,245
"Seilaks, i olje, avrent",100,74,662,159,11.4,1.6,0,0,1.2,0.37,0,2.6,0.01,2.62,6.5,5.67,0.62,0,0,0,0,0.02,0,0.06,0.71,5.6,42,0,0,0,0,0,14.2,2.9,0,2,2,0,0.7,1.8,0.04,0.17,2.9,0.43,15,3.4,0,7,0.1,1167,343,21,0.6,26,0,198,234
"Sild, marinert, i majones/rømme",100,52,1259,303,21.9,3.8,0.11,0.78,2.07,0.56,0.1,11.5,0.35,8.26,4.7,2.58,1.01,0,0,0,0.04,0.44,0.03,0.41,1.95,2.48,23,20.8,0,20.8,20.2,0,5.6,2.5,0,45,44,16,7.9,4,0.01,0.08,0.6,0.04,3,3.5,0,27,0.3,1005,57,7,0.1,9,0.05,46,13
"Sild, marinert, sennepssild",100,55,1042,249,13.6,1.9,0.03,0.5,1.15,0.2,0,7.1,0.28,3.76,3.3,1.72,0.43,0.01,0,0,0.03,0.43,0.03,0.41,1.37,1.64,10,25.6,0.9,24.7,24.6,0,6.1,2.8,0,3,3,0,7.7,2,0.02,0.1,0.5,0.03,1,3.3,0,31,0.6,1111,71,30,0.2,10,0.07,67,10
"Sild, sursild, innlagt, avrent",100,74,578,138,7,1,0,0.5,0.8,0.1,0,3,0.3,0.6,2,0.1,0.1,0,0,0,0,0.4,0,0.6,1.4,0.2,41,11,0,11,10,0,7.6,3,0,4,4,1,7.1,0.4,0.03,0.18,2.4,0.31,7,5.3,1,27,0.7,1200,327,25,0.4,30,0.02,182,10
"Surimi, LobNobs",100,46,358,84,0.5,0.1,0,0.01,0.07,0.03,0,0.2,0.01,0.14,0.2,0.07,0.01,0,0,0.01,0,0.03,0,0.08,0.13,0.09,,9.5,7.6,1.9,1.9,0,10.4,2.1,0,0,0,0,2,0.4,0.02,0.06,0,0.01,4,0.1,0,8,0.1,820,290,21,0.3,0,0.02,590,0
"Tunfisk, i gele, hermetisk",100,81,296,70,0.4,0.1,0,0,0.04,0.02,0,0.1,0.01,0.02,0.1,0,0,0,0,0,0.01,0.01,0,0.06,0.07,0.02,30,0,0,0,0,0,16.5,1,0,0,0,0,4.2,0.3,0,0.06,8.7,0.24,3,1.8,0,6,1.2,401,288,19,0.6,75,0.04,164,8
"Tunfisk, i olje, avrent, hermetisk",100,58,1078,259,18.9,2.7,0,0.01,2.06,0.65,0,4.3,0.03,4.31,10.8,9.22,1,0,0,0,0.02,0.03,0.01,0.23,0.31,5.03,38,0,0,0,0,0,22.3,0.1,0,346,346,0,1.5,3.3,0.15,0.15,8.5,0.35,14,4.5,0,10,2.1,37,442,36,0.6,186,0.09,248,16
"Tunfisk, i olje, ikke avrent, hermetisk",100,62,878,211,13.5,1.8,0,0.03,0.95,0.49,0,3.7,0.04,3.38,7.4,7.1,0.04,0,0,0,0.03,0.04,0.01,0.32,0.43,7.16,45,0,0,0,0,0,22.3,0.8,0,0,0,0,4.4,4.9,0,0.09,14.1,0.25,4,4.7,0,8,1,335,247,33,0.7,100,0.06,255,9
"Tunfisk, i vann, avrent, hermetisk",100,74,447,105,1,0.2,0,0.01,0.13,0.06,0,0.1,0.02,0.07,0.3,0.01,0,0,0,0,0.02,0.03,0.01,0.18,0.22,0.05,56,0,0,0,0,0,24.1,1,0,8,8,0,4.2,0.4,0.01,0.08,12.1,0.49,5,2.5,0,15,1.3,384,220,28,0.9,77,0.06,206,9
"Akkar, innbakt, forfritert, fryst",100,59,888,212,10.1,4,0,0.09,1.57,0.96,,4.1,0.01,3.72,1.3,2.04,0.14,0,0,0.01,0.01,0.23,0.01,0.53,0.91,2.05,145,18.6,18.5,0.1,0,1,11.2,0.2,0,47,46,13,0.1,2.4,0.09,0.22,1.5,0.32,15,2,0,81,0.7,88,230,23,0.9,35,0.52,160,50
"Fiskeburger, panert, med brød, ost, saus, kjøpt",100,52,1015,243,11.3,2.1,0.06,0.48,1.79,0.43,0.5,4.1,0.45,2.82,3.7,0.86,0.24,0.02,0.02,0.11,0.05,0.57,0.29,0.78,2.15,1.02,22,24.2,21.2,3,2,3,9.6,1.2,0,15,15,0,0,1.4,0.09,0.06,1.1,0.12,11,1.3,0,56,0.4,472,215,18,0.6,11,0.07,181,38
"Fiskegrateng, Coop X-tra Fiskegrateng",100,76,490,117,4.6,0.5,0.01,0.02,0.29,0.12,0,2.5,0.02,2.39,1.3,0.85,0.37,0,0,0,0.01,0.02,0,0.06,0.46,0.86,25,11.2,7.2,4,0,1,7.3,0.8,0,52,51,12,0,0.7,0.09,0.14,0.6,0.07,6,0.7,0,47,0.2,300,220,18,0.3,8,0.04,110,50
"Fiskegrateng, Enghav Fiskegrateng med makaroni",100,75,493,118,4.8,0.6,0.01,0.02,0.31,0.13,0,2.6,0.02,2.53,1.4,0.91,0.38,0,0,0,0.01,0.02,0,0.06,0.47,0.92,25,11.1,7.1,4,0,1,7.2,0.8,0,46,45,9,0,0.6,0.09,0.14,0.6,0.09,6,1,0,43,0.2,330,230,21,0.3,8,0.04,110,21
"Fiskegrateng, Findus Familiens fiskegrateng",100,72,566,135,4.7,0.6,0,0.01,0.43,0.14,0,2.7,0.03,2.59,1.5,1,0.36,0,0,0,0.02,0.03,0,0.05,0.44,1.03,52,14.5,12,2.5,0.1,1,8,0.8,0,18,17,10,0,1.7,0.12,0.1,0.7,0.05,10,0.5,0,40,0.5,310,150,20,0.6,17,0.07,110,25
"Fiskegrateng, First Price Fiskegrateng med makaroni",100,78,458,109,4.4,0.5,0.01,0.02,0.29,0.13,0,2.5,0.02,2.38,1.3,0.84,0.35,0,0,0,0.01,0.03,0,0.08,0.47,0.85,25,9.6,5.8,3.8,0.1,1,7.5,0.7,0,51,50,15,0,0.5,0.08,0.14,0.7,0.09,6,1,0,40,0.2,290,220,19,0.3,8,0.04,110,38
"Fiskegrateng, kjøpt",100,76,502,120,4.6,0.6,0,0.02,0.33,0.13,0,2.6,0.02,2.47,1.4,0.9,0.36,0,0,0,0.01,0.02,0,0.06,0.46,0.91,32,11.6,8,3.6,0.1,1,7.5,0.8,0,42,41,12,0,0.9,0.1,0.13,0.6,0.07,7,0.8,0,43,0.3,308,205,20,0.4,10,0.04,110,31
"Fiskegrateng, med egg og makaroni, ovnsstekt",100,73,643,154,8.9,2.6,0.21,0.21,1.24,0.6,0,3.5,0.1,3.45,1.7,1.37,0.23,0,0,0,0.05,0.02,0,0.08,0.34,1.42,106,7.4,5.6,1.9,0,0,10.8,0.7,0,68,67,15,1.4,2.4,0.05,0.15,0.6,0.07,12,0.9,0,72,0.6,277,231,17,0.7,15,0.04,176,99
"Fiskegrateng, med egg, ovnsstekt",100,74,620,148,8.8,2.6,0.2,0.21,1.22,0.58,0,3.5,0.1,3.36,1.7,1.31,0.23,0,0,0,0.05,0.03,0.01,0.11,0.38,1.37,118,4.2,2.4,1.8,0,0,13,0.7,0,68,67,15,1.4,2.5,0.05,0.16,0.7,0.08,13,1.1,0,73,0.6,263,284,19,0.7,20,0.03,203,141
"Fiskegrateng, med egg, ovnsstekt, kjøpt",100,72,564,134,5.2,0.6,0.01,0.02,0.37,0.15,0,2.9,0.03,2.78,1.5,1.01,0.41,0,0,0,0.01,0.03,0,0.07,0.52,1.03,36,13,9,4,0.1,1,8.4,0.9,0,47,46,13,0,1,0.11,0.15,0.7,0.08,8,0.9,0,48,0.3,346,230,22,0.4,12,0.05,124,35
"Fiskegryte, med sei, løk og paprikasaus",100,81,388,92,3.4,0.9,0.09,0.09,0.36,0.18,0,1.1,0.03,1.08,0.8,0.43,0.1,0,0,0.01,0.01,0.06,0.03,0.18,0.33,0.47,44,4.7,2.9,1.8,0,1,10.4,0.5,0,23,17,64,0.9,1,0.04,0.12,1.6,0.25,12,2.2,10,42,0.3,184,279,21,0.5,19,0.05,181,125
"Fiskegryte, med torsk og tomat",100,86,280,67,2.4,0.5,0.06,0.06,0.24,0.12,0,0.8,0.02,0.75,0.6,0.31,0.06,0,0,0,0.01,0.04,0.01,0.12,0.24,0.33,50,1.7,0,1.7,0,1,9.2,1,0,31,12,220,0.5,1.6,0.05,0.02,1.2,0.1,14,0.8,5,17,0.4,418,342,22,0.4,18,0.08,148,158
"Fiskepinner, forfritert, stekt i fett",100,59,900,215,10.5,1.2,0.08,0.07,0.65,0.26,0,5.8,0.04,5.59,2.6,1.78,0.61,0,0,0,0,0.06,0.01,0.09,0.79,1.79,38,17.5,15.8,1.7,0,2,11.9,0.6,0,14,13,3,0.2,2,0.09,0.05,0.9,0.06,7,0.8,0,23,0.4,237,201,31,0.3,12,0.05,122,106
"Fiskepinner, forfritert, stekt i hard margarin",100,56,1024,246,14.6,3.3,0.8,0.33,0.83,0.97,0,7.1,0.02,6.85,3.1,2.11,0.83,0,0,0,0,0.06,0.01,0.09,1,2.12,35,16.5,14.9,1.6,0,1,11.2,0.7,0,46,45,15,0.9,2.1,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,269,190,30,0.3,12,0.04,115,100
"Fiskepinner, forfritert, stekt i matolje",100,54,1101,264,16.7,1.6,0,0.01,1.09,0.35,0,9.2,0.05,8.97,4.8,3.75,0.86,0,0,0,0,0.06,0.01,0.09,1.02,3.76,35,16.5,14.9,1.6,0,1,11.2,0.5,0,7,7,0,0.1,2.3,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,217,190,30,0.3,12,0.04,115,100
"Fiskepinner, forfritert, stekt i myk margarin",100,56,1041,249,15.1,1.2,0.01,0.02,0.73,0.32,0,8.5,0.02,8.26,4.2,2.93,1,0,0,0,0,0.06,0.01,0.09,1.16,2.95,35,16.5,14.9,1.6,0,1,11.2,0.6,0,86,83,31,0.9,3.9,0.08,0.05,0.9,0.05,6,0.7,0,21,0.4,252,190,30,0.3,12,0.04,115,100
"Fiskepinner, forfritert, stekt i smør",100,59,899,215,10.5,1.9,0.06,0.2,1,0.34,0.1,5.4,0.07,5.12,2.2,1.49,0.54,0,0,0,0,0.06,0.01,0.09,0.72,1.48,42,17.5,15.8,1.7,0,2,11.9,0.6,0,17,16,6,0.2,1.9,0.09,0.05,0.9,0.06,7,0.8,0,23,0.4,240,202,31,0.3,12,0.05,122,106
"Fiskesuppe, med laks, fryst",100,89,273,66,4.3,1.1,0.03,0.18,0.56,0.17,0,1.2,0.18,1.01,1.7,0.29,0.09,0.01,0.01,0.05,0.02,0.24,0.12,0.33,0.89,0.35,0,2.1,1.2,0.9,0.1,0,4.6,1,0,11,9,19,0.8,,0.06,0.12,1,0.08,3,0.9,0,75,0.1,400,157,7,0.1,3,,42,7
"Fiskesuppe, med mager fisk",100,92,178,43,2.1,0.5,0.06,0.05,0.2,0.11,0,0.8,0.02,0.73,0.5,0.27,0.07,0,0,0,0,0.03,0.01,0.09,0.18,0.29,22,0.8,0.2,0.6,0,0,4.9,0.2,0,42,11,375,0.5,0.6,0.04,0.05,0.9,0.12,9,1.1,2,12,0.2,71,133,10,0.3,10,0.03,83,61
"Fiskesuppe, med mager fisk, fryst",100,78,504,121,6.6,0.7,0,0.01,0.51,0.17,0,3.2,0.03,3.15,2.1,1.67,0.25,0,0,0,0,0.03,0.02,0.09,0.37,1.69,23,8,6,2,0,1,6.9,1.7,0,26,3,277,0.4,1.5,0.06,0.11,1,0.15,9,1.3,2,77,0.4,671,209,19,0.5,11,0.06,127,68
"Fiskesuppe, med mager fisk, jevnet",100,91,191,46,2,0.7,0.04,0.08,0.33,0.14,0,0.6,0.03,0.55,0.4,0.19,0.04,0,0,0,0.01,0.02,0.01,0.08,0.14,0.21,30,1.8,0.7,1.3,0,0,4.8,0.1,0,63,19,536,0.4,0.6,0.02,0.06,0.7,0.11,8,1,1,22,0.2,33,133,10,0.3,9,0.03,82,55
"Kabaret, med fiskepudding og reker",100,90,188,45,1.1,0.6,0.02,0.08,0.27,0.1,0,0.3,0.03,0.21,0.1,0.06,0.01,0,0,0,0,0.02,0,0.01,0.04,0.06,31,2.1,1.1,1,0.2,0,6.4,2.2,0,12,6,66,0.7,1,0.02,0.06,0.8,0.05,10,0.9,2,25,0.2,898,148,15,0.3,7,0.12,55,26
